BranchCode,ServiceCode,TicketPrefix,DefaultAvgServiceMinutes,EntryType,EnqueueSequence,CheckedIn,SlotActive,CallNextPriority,QueueLength,CrossLaneQueueLength,PeopleAheadCallNext,ActiveCounters,ListeningCounters,HourOfDay,DayOfWeek,IsPeakHour,WaitingMinutes
0,PS,P,3.063,0,739,0,0,1,3,3,3,4,4,16,2,1,1.0833
0,PS,P,3.063,0,379,0,0,1,0,0,0,1,1,13,4,0,0.0
101012,DEPOSIT,A,6.0,1,5,1,0,1,4,29,9,6,3,11,1,1,29.39
101012,WITHDRAW,A,5.0,0,5,1,1,0,4,24,1,3,1,15,1,1,5.5
0,PS,P,3.063,0,121,0,0,1,0,0,0,6,6,9,0,1,0.0
0,PS,P,3.063,0,839,0,0,1,0,0,0,4,4,18,6,0,0.2333
0,PS,P,3.063,0,309,0,0,1,0,0,0,4,4,12,4,0,0.0
0,PS,P,3.063,0,665,0,0,1,0,0,0,1,1,16,1,1,0.6
0,NW,N,1.866,0,166,0,0,1,0,0,0,6,6,13,1,0,0.0
101012,CREDIT_CARD,C,12.0,1,5,1,0,1,2,15,0,3,1,14,2,1,0.0
0,PS,P,3.063,0,370,0,0,1,0,0,0,6,6,13,3,0,0.0
101078,ACC_OPEN,D,25.0,1,2,1,0,1,1,17,0,6,1,15,3,1,0.0
0,NW,N,1.866,0,7,0,0,1,0,0,0,4,4,8,3,0,0.0
101056,ATM_CDM,F,8.0,1,1,1,0,1,3,13,4,3,1,10,2,1,29.49
0,PS,P,3.063,0,582,0,0,1,5,5,5,6,6,13,0,0,2.4
101056,CUST_SVC,E,10.0,1,4,1,0,1,3,16,9,3,1,10,3,1,90.0
101078,WITHDRAW,A,5.0,0,6,1,0,1,4,18,8,3,1,11,4,1,90.0
101012,DEPOSIT,A,6.0,1,2,1,0,1,5,17,10,3,2,11,1,1,79.78
0,PS,P,3.063,0,560,0,0,1,0,0,0,6,6,14,0,1,0.1333
0,NW,N,1.866,0,215,0,0,1,0,0,0,2,2,22,1,0,0.0
0,IN,I,6.846,0,10,0,0,1,1,1,1,5,5,8,1,0,0.0
0,PS,P,3.063,0,246,0,0,1,0,0,0,7,7,10,1,1,0.0
101056,CUST_SVC,E,10.0,1,2,1,0,1,3,29,6,5,1,11,2,1,90.0
101012,DEPOSIT,A,6.0,0,5,1,1,0,8,30,2,5,3,15,2,1,6.27
101045,DEPOSIT,A,6.0,1,10,1,0,1,11,25,9,5,2,15,2,1,29.07
0,PS,P,3.063,0,887,0,0,1,8,8,8,6,6,14,6,1,1.5333
0,NE,N,4.556,0,192,0,0,1,0,0,0,6,6,17,1,0,0.0
101056,ATM_CDM,F,8.0,1,3,1,0,1,5,23,0,5,1,9,3,1,0.16
101012,REMITTANCE,K,10.0,1,5,1,0,1,5,23,2,3,1,10,2,1,31.05
0,PS,P,3.063,0,1018,0,0,1,9,9,9,6,6,17,1,0,4.8667
0,PS,P,3.063,0,996,0,0,1,0,0,0,4,4,17,2,0,0.5333
0,PS,P,3.063,0,735,0,0,1,6,6,6,5,5,15,0,1,0.7
0,PS,P,3.063,0,123,0,0,1,2,2,1,5,5,9,0,1,0.0
101045,LOAN,B,30.0,1,5,1,0,1,2,19,2,3,1,16,1,1,43.78
0,TT,T,1.906,0,28,0,0,1,1,1,1,6,6,11,6,1,0.0
0,NW,N,1.866,0,195,0,0,1,1,1,1,3,3,17,3,0,1.25
0,NE,N,4.556,0,129,0,0,1,0,0,0,2,2,19,1,0,0.0
101078,INSURANCE,H,20.0,1,5,1,0,1,1,12,0,3,1,11,4,1,0.0
0,PS,P,3.063,0,363,0,0,1,3,3,3,3,3,12,2,0,0.6
0,PS,P,3.063,0,1065,0,0,1,3,3,3,6,6,18,6,0,4.8
0,PS,P,3.063,0,1578,0,0,1,2,2,2,2,2,22,6,0,0.3167
0,PS,P,3.063,0,566,0,0,1,3,3,3,5,5,15,1,1,5.1
101078,CUST_SVC,E,10.0,0,1,1,1,0,1,15,0,3,1,10,4,1,1.34
0,PS,P,3.063,0,132,0,0,1,2,2,2,4,4,8,0,0,0.0
101056,ACC_OPEN,D,25.0,1,1,1,0,1,5,25,9,4,1,15,1,1,90.0
0,NW,N,1.866,0,203,0,0,1,7,7,7,5,5,16,3,1,2.4667
0,PS,P,3.063,0,846,0,0,1,0,0,0,4,4,16,0,1,0.0
101078,CREDIT_CARD,C,12.0,0,3,1,0,1,4,22,6,4,1,10,1,1,90.0
101033,DEPOSIT,A,6.0,1,5,1,0,1,2,5,3,2,1,13,1,0,15.62
0,PS,P,3.063,0,94,0,0,1,5,5,5,5,5,8,4,0,5.5833
101056,DEPOSIT,A,6.0,1,7,1,0,1,5,11,4,3,2,16,5,1,14.84
0,PS,P,3.063,0,688,0,0,1,4,4,4,8,8,14,2,1,0.8333
101033,INSURANCE,H,20.0,0,1,1,1,0,3,29,1,5,1,10,5,1,18.69
0,PS,P,3.063,0,203,0,0,1,0,0,0,5,5,9,1,1,0.3
0,NE,N,4.556,0,11,0,0,1,0,0,0,6,6,9,3,1,0.1833
0,PS,P,3.063,0,826,0,0,1,6,6,6,7,7,16,3,1,0.5667
0,IN,I,6.846,0,149,0,0,1,0,0,0,4,4,21,6,0,0.0
0,NW,N,1.866,0,63,0,0,1,0,0,0,6,6,10,0,1,0.0
0,PS,P,3.063,0,1067,0,0,1,3,3,3,3,3,21,0,0,2.6833
0,NW,N,1.866,0,34,0,0,1,0,0,0,4,4,8,4,0,0.0
0,NW,N,1.866,0,96,0,0,1,6,6,6,5,5,14,0,1,0.0
101033,ATM_CDM,F,8.0,1,5,1,0,1,2,25,3,5,1,16,5,1,24.26
0,PS,P,3.063,0,601,0,0,1,0,0,0,5,5,16,6,1,0.0
101056,ACC_OPEN,D,25.0,0,2,1,0,1,2,6,3,2,1,12,5,0,51.45
0,PS,P,3.063,0,490,0,0,1,5,5,5,6,6,13,3,0,4.7
0,PS,P,3.063,0,268,0,0,1,5,5,5,7,7,10,0,1,2.8833
0,IN,I,6.846,0,28,0,0,1,3,3,3,8,8,10,0,1,0.0
0,NW,N,1.866,0,38,0,0,1,1,1,1,6,6,9,3,1,0.0
0,TT,T,1.906,0,55,0,0,1,0,0,0,5,5,17,1,0,0.0
101078,CREDIT_CARD,C,12.0,0,4,1,1,0,1,9,2,2,1,10,2,1,3.69
101033,CUST_SVC,E,10.0,1,6,1,0,1,6,29,8,4,1,10,5,1,58.93
0,PS,P,3.063,0,878,0,0,1,0,0,0,5,5,22,1,0,0.7667
0,PS,P,3.063,0,75,0,0,1,0,0,0,6,6,8,4,0,0.0
0,PS,P,3.063,0,668,0,0,1,9,9,9,8,8,13,3,0,4.2167
101045,DEPOSIT,A,6.0,1,2,1,0,1,4,12,5,6,3,9,4,1,22.86
0,NE,N,4.556,0,57,0,0,1,1,1,1,9,9,11,1,1,2.2167
101045,CREDIT_CARD,C,12.0,1,6,1,0,1,2,10,1,3,1,11,3,1,11.59
101033,ACC_OPEN,D,25.0,1,3,1,0,1,5,13,1,3,1,10,4,1,5.45
101078,CREDIT_CARD,C,12.0,1,3,1,0,1,3,4,0,3,1,11,2,1,1.67
101033,DEPOSIT,A,6.0,0,2,1,1,0,2,14,1,4,2,9,1,1,3.99
101012,CREDIT_CARD,C,12.0,0,3,1,0,1,4,28,0,6,2,14,5,1,0.0
101012,CUST_SVC,E,10.0,1,8,1,0,1,4,7,2,2,1,13,3,0,11.63
0,PS,P,3.063,0,628,0,0,1,1,1,1,7,7,14,6,1,0.0
101033,DEPOSIT,A,6.0,0,6,1,0,1,6,10,1,2,1,16,5,1,6.31
0,PS,P,3.063,0,853,0,0,1,2,2,2,4,4,16,2,1,0.0
0,PS,P,3.063,0,710,0,0,1,3,3,3,6,6,14,3,1,0.5167
0,PS,P,3.063,0,139,0,0,1,1,1,1,4,4,9,1,1,0.0
0,NW,N,1.866,0,232,0,0,1,3,3,3,3,3,16,0,1,4.5167
101045,CREDIT_CARD,C,12.0,1,2,1,0,1,3,10,4,5,1,15,5,1,57.59
0,PS,P,3.063,0,962,0,0,1,0,0,0,3,3,22,6,0,0.3333
0,PS,P,3.063,0,387,0,0,1,0,0,0,4,4,11,4,1,0.0
101045,DEPOSIT,A,6.0,1,5,1,0,1,3,5,1,2,1,9,4,1,17.19
0,PS,P,3.063,0,309,0,0,1,4,4,4,5,5,10,6,1,0.3333
0,NW,N,1.866,0,88,0,0,1,3,3,3,8,8,10,0,1,0.4667
0,PS,P,3.063,0,138,0,0,1,2,2,2,6,6,9,3,1,2.6167
101012,LOAN,B,30.0,0,11,1,1,0,8,24,3,3,2,14,4,1,27.31
0,PS,P,3.063,0,768,0,0,1,2,2,2,6,6,16,6,1,0.4333
101045,INSURANCE,H,20.0,1,5,1,0,1,1,9,1,5,1,9,5,1,8.11
0,NE,N,4.556,0,81,0,0,1,5,5,5,4,4,12,1,0,1.9
0,PS,P,3.063,0,324,0,0,1,3,3,3,5,5,11,2,1,0.55
101056,CREDIT_CARD,C,12.0,1,12,1,0,1,8,35,21,4,2,15,1,1,90.0
101045,BIZ_BANK,I,18.0,0,3,1,1,0,5,30,2,5,1,10,1,1,44.79
101033,ONLINE_SUP,J,12.0,1,3,1,0,1,1,2,0,2,1,16,3,1,0.0
0,NW,N,1.866,0,52,0,0,1,0,0,0,3,3,10,4,1,0.0
0,PS,P,3.063,0,103,0,0,1,1,1,1,1,1,7,0,0,0.0
0,PS,P,3.063,0,424,0,0,1,0,0,0,5,5,11,6,1,0.0
0,IN,I,6.846,0,90,0,0,1,6,6,6,10,10,14,6,1,1.5
0,NW,N,1.866,0,40,0,0,1,0,0,0,4,4,8,1,0,0.0
101056,ONLINE_SUP,J,12.0,1,5,1,0,1,3,10,2,3,1,11,4,1,21.34
101078,INSURANCE,H,20.0,0,6,1,1,0,5,20,2,3,1,11,5,1,56.83
0,PS,P,3.063,0,900,0,0,1,0,0,0,4,4,17,1,0,0.0
101056,INSURANCE,H,20.0,1,2,1,0,1,3,24,2,5,1,11,5,1,63.35
0,PS,P,3.063,0,881,0,0,1,0,0,0,6,6,16,0,1,0.0
0,PS,P,3.063,0,157,0,0,1,3,3,3,6,6,9,3,1,0.5333
0,PS,P,3.063,0,961,0,0,1,0,0,0,2,2,22,0,0,0.0
101045,BIZ_BANK,I,18.0,1,5,1,0,1,1,5,0,2,1,12,1,0,0.0
101012,LOAN,B,30.0,1,6,1,0,1,3,9,3,3,1,13,3,0,85.25
101033,ATM_CDM,F,8.0,0,2,1,0,1,2,23,3,5,1,14,1,1,33.28
0,PS,P,3.063,0,446,0,0,1,0,0,0,5,5,14,6,1,0.0
0,PS,P,3.063,0,604,0,0,1,3,3,3,8,8,14,6,1,0.9333
0,PS,P,3.063,0,774,0,0,1,2,2,2,3,3,17,3,0,0.35
101033,INSURANCE,H,20.0,1,1,1,0,1,2,7,4,3,1,13,2,0,80.23
0,PS,P,3.063,0,507,0,0,1,0,0,0,1,1,13,1,0,0.0667
0,PS,P,3.063,0,460,0,0,1,1,1,1,6,6,14,6,1,0.0
0,PS,P,3.063,0,734,0,0,1,4,4,4,6,6,15,1,1,0.7333
0,PS,P,3.063,0,248,0,0,1,0,0,0,3,3,12,4,0,0.0
0,PS,P,3.063,0,872,0,0,1,0,0,0,5,5,18,1,0,0.0
0,PS,P,3.063,0,292,0,0,1,0,0,0,8,8,12,3,0,0.0
0,PS,P,3.063,0,790,0,0,1,3,3,3,3,3,14,6,1,0.4333
101012,DEPOSIT,A,6.0,1,8,1,0,1,5,16,7,3,1,16,2,1,68.94
0,PS,P,3.063,0,313,0,0,1,1,1,1,7,7,11,1,1,0.0
101033,DEPOSIT,A,6.0,0,6,0,0,1,4,29,7,5,2,10,5,1,41.13
0,IN,I,6.846,0,43,0,0,1,0,0,0,3,3,12,0,0,0.5833
0,PS,P,3.063,0,689,0,0,1,0,0,0,7,7,14,0,1,0.0
101078,LOAN,B,30.0,0,3,1,0,1,2,7,1,2,1,16,5,1,15.48
101078,WITHDRAW,A,5.0,0,5,1,1,0,3,12,4,2,1,9,3,1,86.57
101012,CREDIT_CARD,C,12.0,1,3,1,0,1,3,7,4,2,2,16,3,1,21.76
0,NE,N,4.556,0,44,0,0,1,3,3,3,7,7,10,1,1,0.6
0,PS,P,3.063,0,16,0,0,1,5,5,5,3,3,22,5,0,1.4833
101078,REMITTANCE,K,10.0,1,3,1,0,1,1,12,0,5,1,11,2,1,0.36
0,PE,P,4.478,0,4,0,0,1,2,2,2,6,6,13,0,0,0.65
101045,CUST_SVC,E,10.0,1,5,1,0,1,1,4,1,2,1,12,2,0,11.31
0,PS,P,3.063,0,574,0,0,1,0,0,0,9,9,14,0,1,0.0
101033,CUST_SVC,E,10.0,1,1,1,0,1,4,12,1,4,1,14,4,1,12.18
0,NW,N,1.866,0,96,0,0,1,0,0,0,4,4,9,0,1,0.0
0,NE,N,4.556,0,8,0,0,1,0,0,0,7,7,9,0,1,0.3
0,PS,P,3.063,0,136,0,0,1,3,3,2,10,10,9,1,1,0.3
101078,ONLINE_SUP,J,12.0,1,4,1,0,1,5,17,3,3,1,9,5,1,49.95
101045,DEPOSIT,A,6.0,1,5,1,0,1,5,12,10,2,1,9,5,1,90.0
101078,CUST_SVC,E,10.0,0,3,1,0,1,1,17,0,4,2,9,3,1,0.94
101078,LOAN,B,30.0,0,2,1,0,1,1,4,1,4,2,12,4,0,3.1
0,PS,P,3.063,0,671,0,0,1,0,0,0,7,7,14,0,1,0.0
0,NW,N,1.866,0,236,0,0,1,2,2,2,3,3,18,2,0,1.9333
101056,CUST_SVC,E,10.0,1,3,1,0,1,5,24,7,6,2,11,4,1,58.79
0,PS,P,3.063,0,785,0,0,1,0,0,0,1,1,23,2,0,0.0
101012,DEPOSIT,A,6.0,0,3,1,0,1,5,32,13,5,2,15,5,1,90.0
101012,INSURANCE,H,20.0,1,6,1,0,1,9,31,14,4,1,10,4,1,90.0
101033,INSURANCE,H,20.0,1,1,1,0,1,1,15,0,4,1,13,2,0,0.0
101033,CUST_SVC,E,10.0,0,5,1,1,0,3,18,2,6,2,9,2,1,21.46
0,PS,P,3.063,0,626,0,0,1,2,2,2,7,7,15,3,1,1.6667
0,NE,N,4.556,0,45,0,0,1,0,0,0,3,3,16,2,1,0.0
0,PS,P,3.063,0,97,0,0,1,0,0,0,3,3,9,4,1,0.2667
101033,ACC_OPEN,D,25.0,1,7,1,0,1,3,9,3,4,1,9,3,1,47.27
101045,ATM_CDM,F,8.0,0,5,1,0,1,1,13,3,4,1,9,1,1,22.46
101012,DEPOSIT,A,6.0,1,5,1,0,1,2,18,7,5,2,14,2,1,52.44
0,PS,P,3.063,0,619,0,0,1,4,4,4,7,7,13,0,0,2.3833
0,NE,N,4.556,0,16,0,0,1,0,0,0,6,6,9,3,1,0.0
101078,ATM_CDM,F,8.0,1,4,1,0,1,2,7,1,2,1,13,3,0,6.93
0,PS,P,3.063,0,198,0,0,1,0,0,0,7,7,9,3,1,0.7167
0,NE,N,4.556,0,41,0,0,1,0,0,0,4,4,13,6,0,0.4333
0,PS,P,3.063,0,50,0,0,1,0,0,0,2,2,7,0,0,0.0
101012,WITHDRAW,A,5.0,0,3,1,0,1,3,22,1,5,3,10,3,1,6.31
0,PS,P,3.063,0,276,0,0,1,4,4,4,8,8,10,3,1,1.6333
0,PS,P,3.063,0,600,0,0,1,0,0,0,5,5,14,2,1,0.0
101078,DEPOSIT,A,6.0,1,6,1,0,1,3,9,6,3,2,14,4,1,25.6
0,NW,N,1.866,0,212,0,0,1,0,0,0,3,3,21,3,0,0.0
101056,DEPOSIT,A,6.0,0,1,1,1,0,6,26,5,3,1,10,1,1,90.0
0,PS,P,3.063,0,149,0,0,1,1,1,1,7,7,8,2,0,2.3833
0,NE,N,4.556,0,96,0,0,1,0,0,0,9,9,14,6,1,0.5667
101045,CREDIT_CARD,C,12.0,1,2,1,0,1,4,23,7,5,2,10,5,1,88.3
0,PS,P,3.063,0,222,0,0,1,0,0,0,8,8,10,1,1,0.0
101012,ONLINE_SUP,J,12.0,1,1,1,0,1,7,24,13,3,1,15,1,1,90.0
101012,CUST_SVC,E,10.0,0,7,1,0,1,3,21,8,5,1,11,3,1,90.0
0,PS,P,3.063,0,954,0,0,1,0,0,0,3,3,19,2,0,0.3667
0,TT,T,1.906,0,19,0,0,1,0,0,0,3,3,11,6,1,0.0
101033,CUST_SVC,E,10.0,0,7,0,0,1,7,17,5,3,1,16,3,1,52.61
101056,ATM_CDM,F,8.0,1,6,1,0,1,5,12,3,2,1,11,5,1,64.67
0,IN,I,6.846,0,32,0,0,1,7,7,7,10,10,9,6,1,2.3333
0,NW,N,1.866,0,419,0,0,1,0,0,0,6,6,19,1,0,0.1333
0,PS,P,3.063,0,273,0,0,1,2,2,2,6,6,10,2,1,2.7833
0,IN,I,6.846,0,16,0,0,1,0,0,0,3,3,18,0,0,0.0
101033,CUST_SVC,E,10.0,1,2,1,0,1,1,7,3,2,1,13,1,0,65.36
0,PS,P,3.063,0,262,0,0,1,7,7,7,6,6,10,0,1,3.85
0,TT,T,1.906,0,5,0,0,1,1,1,1,10,10,10,0,1,0.0
101056,CREDIT_CARD,C,12.0,0,3,1,1,0,3,19,0,4,1,11,2,1,1.64
101045,REMITTANCE,K,10.0,0,2,1,0,1,1,4,1,5,1,13,3,0,5.27
0,PS,P,3.063,0,944,0,0,1,1,1,1,3,3,21,6,0,1.1833
0,PS,P,3.063,0,312,0,0,1,0,0,0,9,9,10,2,1,0.0
101056,CREDIT_CARD,C,12.0,0,5,1,0,1,1,10,2,3,2,12,5,0,9.2
101056,CREDIT_CARD,C,12.0,1,6,1,0,1,4,23,1,5,1,15,4,1,18.17
101056,DEPOSIT,A,6.0,1,9,1,0,1,6,10,7,2,1,14,1,1,90.0
101078,DEPOSIT,A,6.0,1,7,1,0,1,3,22,6,5,2,14,4,1,23.3
101056,ONLINE_SUP,J,12.0,1,2,1,0,1,1,6,2,2,1,16,3,1,47.18
0,PS,P,3.063,0,34,0,0,1,0,0,0,1,1,7,6,0,0.0
101045,DEPOSIT,A,6.0,1,5,1,0,1,1,12,1,4,1,9,2,1,7.4
0,TT,T,1.906,0,77,0,0,1,5,5,5,5,5,13,3,0,0.0
101033,CUST_SVC,E,10.0,1,1,1,0,1,4,13,4,5,2,9,3,1,27.6
0,PS,P,3.063,0,699,0,0,1,1,1,1,4,4,19,0,0,0.4333
0,PS,P,3.063,0,211,0,0,1,9,9,9,6,6,8,6,0,1.7167
0,NE,N,4.556,0,51,0,0,1,11,11,11,7,7,10,1,1,7.7333
0,TT,T,1.906,0,73,0,0,1,1,1,1,5,5,20,3,0,0.65
101056,ATM_CDM,F,8.0,0,5,1,0,1,2,7,1,5,1,12,3,0,7.37
0,PS,P,3.063,0,561,0,0,1,0,0,0,1,1,20,3,0,0.0
0,NE,N,4.556,0,65,0,0,1,0,0,0,5,5,16,2,1,0.0
101056,INSURANCE,H,20.0,1,2,1,0,1,5,18,5,3,1,15,3,1,90.0
101078,ATM_CDM,F,8.0,1,4,1,0,1,1,14,0,4,1,11,4,1,0.0
101045,ATM_CDM,F,8.0,1,2,1,0,1,1,5,1,3,1,16,4,1,4.23
101056,DEPOSIT,A,6.0,1,9,1,0,1,6,21,3,3,2,14,1,1,37.98
0,PS,P,3.063,0,777,0,0,1,1,1,1,5,5,14,3,1,0.3667
0,TT,T,1.906,0,2,0,0,1,0,0,0,1,1,7,3,0,0.0
101078,CUST_SVC,E,10.0,0,5,1,0,1,2,13,4,3,1,16,2,1,56.87
0,NW,N,1.866,0,53,0,0,1,0,0,0,7,7,8,0,0,0.0
0,PS,P,3.063,0,957,0,0,1,1,1,1,3,3,20,6,0,2.2333
0,NW,N,1.866,0,263,0,0,1,0,0,0,2,2,19,3,0,0.0
0,PS,P,3.063,0,584,0,0,1,8,8,8,5,5,14,2,1,2.35
101045,ATM_CDM,F,8.0,0,4,1,1,0,1,10,0,2,1,13,1,0,0.0
101056,DEPOSIT,A,6.0,1,1,1,0,1,1,3,0,2,1,12,2,0,0.3
0,PS,P,3.063,0,506,0,0,1,0,0,0,6,6,13,0,0,0.0
0,PS,P,3.063,0,640,0,0,1,6,6,6,8,8,14,6,1,0.4167
0,PS,P,3.063,0,59,0,0,1,6,6,6,3,3,21,5,0,1.05
0,PS,P,3.063,0,913,0,0,1,1,1,1,6,6,17,2,0,1.3833
0,PS,P,3.063,0,282,0,0,1,0,0,0,6,6,10,3,1,0.0
0,PS,P,3.063,0,265,0,0,1,5,5,5,6,6,10,1,1,0.2167
0,PS,P,3.063,0,829,0,0,1,0,0,0,4,4,16,1,1,0.2
101078,WITHDRAW,A,5.0,1,2,1,0,1,1,5,0,5,2,13,2,0,0.0
0,PS,P,3.063,0,235,0,0,1,12,12,12,5,5,9,2,1,5.7167
0,PS,P,3.063,0,271,0,0,1,0,0,0,4,4,11,4,1,0.0
0,NW,N,1.866,0,16,0,0,1,0,0,0,1,1,20,5,0,0.6667
101033,CUST_SVC,E,10.0,1,3,1,0,1,2,24,2,5,1,15,3,1,18.13
101045,ATM_CDM,F,8.0,1,4,1,0,1,1,8,0,4,1,11,3,1,1.15
0,NE,N,4.556,0,137,0,0,1,3,3,3,8,8,16,6,1,1.4667
0,PS,P,3.063,0,208,0,0,1,1,1,1,6,6,10,3,1,0.0
0,PS,P,3.063,0,68,0,0,1,0,0,0,4,4,8,3,0,0.0
0,PS,P,3.063,0,897,0,0,1,6,6,6,5,5,16,6,1,0.2667
101078,FIXED_DEP,G,15.0,1,4,1,0,1,4,31,5,6,1,10,1,1,90.0
101012,LOAN,B,30.0,1,2,1,0,1,1,17,2,5,2,12,1,0,19.06
0,PS,P,3.063,0,1036,0,0,1,0,0,0,5,5,20,3,0,0.05
0,PS,P,3.063,0,940,0,0,1,1,1,1,5,5,21,1,0,0.0
0,PS,P,3.063,0,543,0,0,1,1,1,1,6,6,15,1,1,0.65
101078,ACC_OPEN,D,25.0,1,1,1,0,1,1,8,1,4,1,12,3,0,7.53
0,PS,P,3.063,0,246,0,0,1,1,1,1,3,3,12,4,0,0.4167
0,PS,P,3.063,0,982,0,0,1,0,0,0,2,2,22,1,0,7.0333
0,PS,P,3.063,0,976,0,0,1,0,0,0,4,4,16,6,1,0.0
0,PS,P,3.063,0,712,0,0,1,2,2,2,7,7,15,3,1,3.3
0,PS,P,3.063,0,96,0,0,1,2,2,2,5,5,8,4,0,2.2667
0,PS,P,3.063,0,306,0,0,1,0,0,0,8,8,10,2,1,0.0
0,NE,N,4.556,0,138,0,0,1,2,2,2,6,6,15,6,1,0.0
0,PS,P,3.063,0,1040,0,0,1,0,0,0,4,4,18,0,0,0.2833
101033,CREDIT_CARD,C,12.0,0,1,1,1,0,8,13,1,3,2,11,5,1,5.49
0,PS,P,3.063,0,29,0,0,1,0,0,0,1,1,7,2,0,0.0
0,PS,P,3.063,0,302,0,0,1,3,3,3,6,6,10,3,1,1.6667
101045,CUST_SVC,E,10.0,0,4,1,0,1,1,7,1,2,1,16,5,1,12.74
0,PS,P,3.063,0,102,0,0,1,0,0,0,6,6,9,3,1,0.0
0,PS,P,3.063,0,173,0,0,1,0,0,0,5,5,10,2,1,0.0
0,PS,P,3.063,0,264,0,0,1,0,0,0,5,5,10,4,1,0.0
0,PS,P,3.063,0,375,0,0,1,0,0,0,4,4,14,4,1,0.0
0,PS,P,3.063,0,573,0,0,1,0,0,0,11,11,13,3,0,0.1
0,PS,P,3.063,0,1203,0,0,1,2,2,2,1,1,19,6,0,1.3833
0,NW,N,1.866,0,111,0,0,1,0,0,0,1,1,16,3,1,0.0
101045,LOAN,B,30.0,1,1,1,0,1,2,10,1,2,1,13,4,0,9.54
0,NW,N,1.866,0,41,0,0,1,4,4,4,5,5,10,4,1,4.4
0,NW,N,1.866,0,294,0,0,1,0,0,0,7,7,17,3,0,0.7167
101045,LOAN,B,30.0,1,3,1,0,1,6,5,2,2,1,16,1,1,19.83
0,NW,N,1.866,0,37,0,0,1,1,1,1,4,4,8,1,0,0.6333
101012,LOAN,B,30.0,1,9,1,0,1,6,20,2,3,1,15,5,1,49.04
0,PS,P,3.063,0,136,0,0,1,2,2,2,3,3,8,2,0,0.5333
101012,ATM_CDM,F,8.0,0,8,1,0,1,4,16,1,3,1,11,4,1,15.08
101033,DEPOSIT,A,6.0,1,2,1,0,1,2,11,4,2,1,9,3,1,35.0
0,PS,P,3.063,0,208,0,0,1,3,3,3,7,7,10,2,1,1.0167
101012,ONLINE_SUP,J,12.0,0,4,1,0,1,3,16,5,3,1,9,4,1,80.97
0,NE,N,4.556,0,118,0,0,1,0,0,0,3,3,18,3,0,0.0833
0,PS,P,3.063,0,212,0,0,1,0,0,0,3,3,23,5,0,0.4
0,PS,P,3.063,0,219,0,0,1,1,1,1,7,7,10,2,1,0.0667
101012,LOAN,B,30.0,1,9,1,0,1,6,18,3,2,1,16,5,1,16.07
0,PS,P,3.063,0,220,0,0,1,2,2,2,8,8,9,3,1,1.3167
101012,ONLINE_SUP,J,12.0,0,9,1,0,1,5,19,7,5,1,14,3,1,90.0
0,PS,P,3.063,0,991,0,0,1,3,3,3,6,6,19,2,0,2.4833
0,PS,P,3.063,0,404,0,0,1,0,0,0,5,5,13,1,0,0.25
